ลำดับที่,Client,Location,Project Name,Brand, QT No.,Business Unit,Project Type,Preriod,Remark, Cost to Cost method ©,Final actual margin(%) ,Total Revenue 2021,Actual Cost (A),Final actual margin(จำนวน) ,,
120,"BD (Thailand) Co.,Ltd",Thailand,Aditional BDF Christmas & New year Virtual Party,Eucerin,QT21120027,BU1A,Event,12 Dec 22,, 100.00 , 16.65 ," 4,280.00 "," 3,567.50 ", 712.50 ,,
121,"BD (Thailand) Co.,Ltd",Thailand,Eucerin Healthcare,Eucerin,QT21120024,BU1A,Event,Dec 21 - Jan 22,, 2.28 , 16.23 ," 19,485.56 "," 16,323.70 "," 3,161.86 ",,
122,"BD (Myanma) Co.,Ltd",Myanmar,BDF Golden Owl 3 D Printing,BDF,QT21040029,BU1A,Event,June - 15 Oct 21,, 100.00 , 38.56 ," 118,150.09 "," 72,587.75 "," 45,562.34 ",,
123,BJ Public Company Limited,Thailand,Tasto PC AT Big C (Pattani),Tasto,QT21020037,BU2,PG & BA,26 Mar - Dec 21,, 100.00 , 71.74 ," 30,079.50 "," 8,500.00 "," 21,579.50 ",,
124,BJ Public Company Limited,Thailand,Tasto PC AT Family Hypermart [Yala],Tasto,QT21030073,BU2,PG & BA,26 Mar - Dec 21,, 100.00 , 76.91 ," 30,079.50 "," 6,944.11 "," 23,135.39 ",,
125,BJ Public Company Limited,Thailand,Tasto PC Songkarn day,PG & BAarn,QT21040014,BU2,PG & BA,10-15 April 21,, 100.00 , 26.53 ," 251,130.00 "," 184,512.33 "," 66,617.67 ",,
126,BJ Public Company Limited,Thailand,Tasto 7-11 Troop,Tasto,QT21020031,BU2,PG & BA,July 21- Mar 22,, 41.82 , 18.82 ," 28,206.52 "," 22,897.16 "," 5,309.36 ",,
127,BJ Public Company Limited,Thailand,PC Tasto (Additioal),Tasto,QT21090022,BU2,PG & BA,17-23 Sep 21,ไม่มี คชจ., 0.00 , 100.00 ," 9,000.00 ", 0.00 ," 9,000.00 ",,
128,BJ Public Company Limited,Thailand,PC Tasto @tops Big C,Tasto,QT21090013,BU2,PG & BA,17-23 Sep 21,, 100.00 , 28.03 ," 75,240.00 "," 54,152.34 "," 21,087.66 ",,
129,BJ Public Company Limited,Thailand,PC Tasto Additional (Sampling Bag),Tasto,QT21090034,BU1B,PG & BA,24 Sep - 30 sep 21,, 100.00 , 33.89 ," 7,200.00 "," 4,760.00 "," 2,440.00 ",,
130,BJ Public Company Limited,Thailand,"Tasto PC 15 stores (The Mall ,Tops,Big C)",Tasto,QT21090042,BU1B,PG & BA,20 Sep - 7 Oct 23,, 100.00 , 46.61 ," 156,420.00 "," 83,513.36 "," 72,906.64 ",,
131,BJ Public Company Limited,Thailand,PC Tasto (Big C 5 stores) South,Tasto,QT21090033,BU1B,PG & BA,"24 Sep -7,29 Oct,-11 Nov 21",, 100.00 , 39.04 ," 154,880.00 "," 94,413.15 "," 60,466.85 ",,
132,BJ Public Company Limited,Thailand,Tasto PC Makro South 2 stores,Tasto,QT21090046,BU1B,PG & BA,24 Sep - 23 Oct 21,, 100.00 , 54.45 ," 23,320.00 "," 10,622.34 "," 12,697.66 ",,
133,BJ Public Company Limited,Thailand,PC  Tasto TT  Hybrid NE (7 stores),Tasto,QT21090070,BU1B,PG & BA,"8 Oct - 30 Dec 21,Mar 22",, 74.64 , 31.10 ," 283,505.83 "," 195,340.56 "," 88,165.27 ",,
134,BJ Public Company Limited,Thailand,PC Tasto MT BKK (15 stores),Tasto,QT21090065,BU1B,PG & BA,"29 Oct -11 Nov ,26 Nov -11 Dec 21,Mar 22",, 79.65 , 24.85 ," 368,263.78 "," 276,756.73 "," 91,507.05 ",,
135,BJ Public Company Limited,Thailand,PC tasto Makro 15 stores,Tasto,QT2110003,BU1B,PG & BA,"15 Oct - 30 Nov 21,Mar 22",, 93.74 , 43.35 ," 685,213.24 "," 388,156.46 "," 297,056.78 ",,
136,BJ Public Company Limited,Thailand,Tasto PC_TT Hybrid 9 stores,Tasto,QT21090044,BU1B,PG & BA,1 Oct 21 - Jan 22,, 76.51 , 30.39 ," 224,967.01 "," 156,607.22 "," 68,359.79 ",,
137,BJ Public Company Limited,Thailand,PC Tasto_Makro NE (2 Stores),Tasto,QT21090063,BU1B,PG & BA,1-14 Oct 21,, 100.00 , 50.36 ," 19,800.00 "," 9,829.40 "," 9,970.60 ",,
138,BJ Public Company Limited,Thailand,PC Tasto Big C South (5 stores),Tasto,QT21090062,BU1B,PG & BA,"25 Nov - 8 Dec 21,Mar 22",, 64.48 , 18.60 ," 54,344.21 "," 44,238.24 "," 10,105.97 ",,
139,BJ Public Company Limited,Thailand,PC Tasto TT Hybird South (9 stores),Tasto,QT21090066,BU1B,PG & BA,1 Nov 21- Mar 22,, 70.09 , 31.18 ," 200,526.86 "," 138,000.00 "," 62,526.86 ",,
140,BJ Public Company Limited,Thailand,PC Cheer_MT BKK (15 Stores),Tasto,QT21100052,BU1B,PG & BA,Dec 21 - Mar 22,, 62.77 , 27.74 ," 150,236.01 "," 108,567.84 "," 41,668.17 ",,
141,BJ Public Company Limited,Thailand,PC Cheer_TT Hybrid South (9 Stores),Tasto,QT21100053,BU1B,PG & BA,Dec 21 - Mar 22,, 75.82 , 31.35 ," 197,124.79 "," 135,333.75 "," 61,791.04 ",,
142,BJ Public Company Limited,Thailand,PC Cheer_TT Hybrid NE (7 Stores),Tasto,QT21100054,BU1B,PG & BA,Dec 21 - Mar 22,, 78.57 , 31.44 ," 165,002.46 "," 113,126.36 "," 51,876.10 ",,
143,BJ Public Company Limited,Thailand,PC Cheer_Makro (15 Stores),Tasto,QT21100055,BU1B,PG & BA,Dec 21 - Mar 22,, 66.40 , 32.96 ," 323,493.04 "," 216,861.72 "," 106,631.32 ",,
144,"BS (Thailand) Co., Ltd.",Thailand,Cockpit Booth at Krabi,Cockpit,QT21010065,BU1A,Booth & Roadshow,22-28 Feb - 1 Mar  21,, 100.00 , 32.77 ," 62,095.00 "," 41,748.47 "," 20,346.53 ",,
145,"BS (Thailand) Co., Ltd.",Thailand,Virtual Meeting For Cockpit,Cockpit,QT21020053,BU1A,Event,28 Feb - 7 Mar 21,, 100.00 , 41.69 ," 217,635.00 "," 126,893.80 "," 90,741.20 ",,
146,"BS (Thailand) Co., Ltd.",Thailand,BTC Annual Meeting 2021(Live streaming),Bridgestone,QT20110092,BU1A,Event,19 Feb - April  21,, 100.00 , 33.76 ," 500,042.65 "," 331,233.77 "," 168,808.88 ",,
147,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Street cut out จ.สมุทรปราการ (QT21020060),Bridgestone,QT21020060,BU1A,Booth & Roadshow,21 Mar 24,, 100.00 , 39.39 ," 26,400.00 "," 16,000.00 "," 10,400.00 ",,
148,"BS (Thailand) Co., Ltd.",Thailand,Cockpit - Activity support จ.สงขลา (QT21020039),Bridgestone,QT21020039,BU1A,Booth & Roadshow,21 Mar 24,, 100.00 , 29.89 ," 162,360.00 "," 113,824.50 "," 48,535.50 ",,
149,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Activity support จ.ฉะเชิงเทรา,Bridgestone,QT21030001,BU1A,Booth & Roadshow,21 Mar 24,, 100.00 , 30.65 ," 92,290.00 "," 64,000.00 "," 28,290.00 ",,
150,บริษัท ฉะเชิงเทรา จำกัด,Thailand,Cocpit Venue Fee for Bic C ฉะเชิงทรา,Bridgestone,QT21030086,BU1A,Booth & Roadshow,21 Mar 24,costอยุ่ Job QT21030001, 0.00 , 0.00 ," 15,785.00 ", 0.00 , 0.00 ,,
151,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone - User caravan (Production),Bridgestone,QT21010094,BU1A,Booth & Roadshow,10 Mar -15 April 21,, 100.00 , 34.45 ," 140,783.50 "," 92,280.00 "," 48,503.50 ",,
152,"BS (Thailand) Co., Ltd.",Thailand,Cockpit Booth Activity จ.เชียงราย,Bridgestone,QT21020059,BU1A,Booth & Roadshow,1-4 April 21,, 100.00 , 24.01 ," 90,475.00 "," 68,754.17 "," 21,720.83 ",,
153,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support จ.นครราชสีมา,Bridgestone,QT21030058,BU1A,Booth & Roadshow,5 Apr 21,, 100.00 , 46.37 ," 31,515.00 "," 16,900.00 "," 14,615.00 ",,
154,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC  Street cut out จ.สุโขทัย,Bridgestone,QT21030057,BU1A,Booth & Roadshow,5 Apr 21,, 100.00 , 43.43 ," 24,750.00 "," 14,000.00 "," 10,750.00 ",,
155,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support จ.เชียงราย,Bridgestone,QT21030059,BU1A,Booth & Roadshow,5 Apr 21,, 100.00 , 29.83 ," 71,830.00 "," 50,400.00 "," 21,430.00 ",,
156,"BS (Thailand) Co., Ltd.",Thailand,Cockpit Activity support จ.สุพรรณบุรี,Bridgestone,QT21030082,BU1A,Booth & Roadshow,5 Apr 21,, 100.00 , 40.52 ," 34,430.00 "," 20,480.21 "," 13,949.79 ",,
157,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Street cut out จ.แพร่ (QT21030056),Cockpit,QT21030056,BU1A,Booth & Roadshow,5 Apr 21,, 100.00 , 43.43 ," 24,750.00 "," 14,000.00 "," 10,750.00 ",,
158,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Activity support จ.กำแพงเพชร (QT21030062),Cockpit,QT21030062,BU1A,Booth & Roadshow,5 Apr 21,, 100.00 , 37.98 ," 65,780.00 "," 40,800.00 "," 24,980.00 ",,
159,"BS (Thailand) Co., Ltd.",Thailand,Cockpit - Activity support จ.ชลบุรี (QT21030080),Cockpit,QT21030080,BU1A,Booth & Roadshow,5 Apr 21,, 100.00 , 40.64 ," 30,965.00 "," 18,380.21 "," 12,584.79 ",,
160,"BS (Thailand) Co., Ltd.",Thailand,Cockpit - Activity support จ.นครศรีธรรมราช (QT21030081),Cockpit,QT21030081,BU1A,Booth & Roadshow,12 Apr 21,, 100.00 , 39.23 ," 70,730.00 "," 42,980.21 "," 27,749.79 ",,
161,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Activity Support จ.ชัยภูมิ (QT21030136),Cockpit,QT21030136,BU1A,Booth & Roadshow,11 Apr 21,, 100.00 , 35.21 ," 30,965.00 "," 20,063.54 "," 10,901.46 ",,
162,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Activity Support จ.ปทุมธานี (QT21030138),Cockpit,QT21030138,BU1A,Booth & Roadshow,11 Apr 21,, 100.00 , 35.21 ," 30,965.00 "," 20,063.54 "," 10,901.46 ",,
163,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Venue fee จ.กำแพงเพชร (QT21030114),Cockpit,QT21030114,BU1A,Booth & Roadshow,5 Apr 21,, 100.00 , 9.09 ," 16,500.00 "," 15,000.00 "," 1,500.00 ",,
164,"BS (Thailand) Co., Ltd.",Thailand,Bridegstone Storefront Activity - Production,Bridgestone,QT20110094,BU1A,Booth & Roadshow,21 Apr 24,, 100.00 , 58.87 ," 196,152.00 "," 80,680.00 "," 115,472.00 ",,
165,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone Storefront Booth จ.ชียงใหม่,Bridgestone,QT21030146,BU1A,Booth & Roadshow,April - Dec 21,ปรับรายได้ต้และนทุนมาอยุ่ QT21070037.1, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
166,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone storefrount Booth จ.ชลบุรี,Bridgestone,QT21030147,BU1A,Booth & Roadshow,April - Sep 21,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
167,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone Bridgestone Certificated,Bridgestone,QT21030149,BU1A,Event,April - May 21,, 100.00 , 66.77 ," 18,495.00 "," 6,145.83 "," 12,349.17 ",,
168,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity support จ.ครปฐม และสมุทรสาคร,Cockpit,QT21040026,BU1A,Booth & Roadshow,April - May 21,, 100.00 , 31.22 ," 184,250.00 "," 126,721.62 "," 57,528.38 ",,
169,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone storefront Booth จ.สงขลา,Bridgestone,QT21030148,BU1A,Booth & Roadshow,May - June 21,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
170,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Activity support จ.ภูเก็ต,Cockpit,QT21040035,BU1A,Booth & Roadshow,1 May 21,, 100.00 , 25.46 ," 75,900.00 "," 56,575.26 "," 19,324.74 ",,
171,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Actiity Support จ.ตรัง ,Cockpit,QT21050048,BU1A,Booth & Roadshow,May - June 21,, 100.00 , 28.08 ," 33,550.00 "," 24,128.44 "," 9,421.56 ",,
172,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Actiity Support จ.พัทลุง,Cockpit,QT21050049,BU1A,Booth & Roadshow,May - June 21,, 100.00 , 26.44 ," 33,550.00 "," 24,679.69 "," 8,870.31 ",,
173,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Actiity Support จ.สงขลา,Cockpit,QT21050047,BU1A,Booth & Roadshow,May - June 21,, 100.00 , 27.19 ," 133,100.00 "," 96,907.45 "," 36,192.55 ",,
174,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Activity support จ.นครราชสีมา_Jun 21,Cockpit,QT21050068,BU1A,Booth & Roadshow,1 Jun 21,, 100.00 , 15.24 ," 24,750.00 "," 20,978.16 "," 3,771.84 ",,
175,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC - Activity support จ.ขอนแก่น_Jun 21,Cockpit,QT21050067,BU1A,Booth & Roadshow,1 Jun 21,, 100.00 , 13.81 ," 12,100.00 "," 10,429.41 "," 1,670.59 ",,
176,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support จ.ราชบุรีและนครปฐม Jul 21,Cockpit,QT21060025,BU1A,Booth & Roadshow,26 June - 20 July 21,, 100.00 , 34.82 ," 75,900.00 "," 49,469.10 "," 26,430.90 ",,
177,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support จ.นนทบุรี (CP Samthai Auto Car) on July 21,Cockpit,QT21060026,BU1A,Booth & Roadshow,26 June - 4 July 21,, 100.00 , 37.26 ," 33,550.00 "," 21,049.70 "," 12,500.30 ",,
178,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support จ.นนทบุรี (CP .Sanguan Auto Car (Caltex) on July 22,Cockpit,QT21060027,BU1A,Booth & Roadshow,26 June - 4 July 21,, 100.00 , 37.26 ," 33,550.00 "," 21,049.70 "," 12,500.30 ",,
179,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity support Nakhornsithammarat on July 21,Cockpit,QT21070018,BU1A,Booth & Roadshow,21-31 July 21,, 100.00 , 28.39 ," 74,800.00 "," 53,562.98 "," 21,237.02 ",,
180,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Street Cut Out and Stand Cut out Samutprakarn on July 21,Cockpit,QT21070017,BU1A,Booth & Roadshow,21 Jul 21,, 100.00 , 37.57 ," 36,300.00 "," 22,662.98 "," 13,637.02 ",,
181,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Street Cut Out and Stand Cut out จ.นครราชสีมา,Cockpit,QT21070030,BU1A,Booth & Roadshow,28 July - 20 Aug 21,, 100.00 , 27.96 ," 143,000.00 "," 103,016.83 "," 39,983.17 ",,
182,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support  Sanguan autocar ( Ekachai-bangbon) Aug 21,Cockpit,QT21070038,BU1A,Booth & Roadshow,1 Aug 21,, 100.00 , 43.94 ," 40,150.00 "," 22,509.50 "," 17,640.50 ",,
183,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Street Cut Out and Stand Cut Out at Bangna (Aug 21),Cockpit,QT21070043,BU1A,Booth & Roadshow,13 Aug 21,, 100.00 , 42.07 ," 41,910.00 "," 24,277.50 "," 17,632.50 ",,
184,"BS (Thailand) Co., Ltd.",Thailand,ค่าดําเนินการจัดเก็บ booth display & Premium (Aug 21),Bridgestone,QT21070037,BU1A,Booth & Roadshow,Aug - Dec 21,, 0.00 ,, 0.00 ,, 0.00 ,,
185,"BS (Thailand) Co., Ltd.",Thailand,ค่าดําเนินการจัดเก็บ booth display & Premium (Aug 21),Bridgestone,QT21070037.1,BU1A,Booth & Roadshow,1-31 Aug 21,, 100.00 , 30.53 ," 9,010.00 "," 6,258.92 "," 2,751.08 ",,
186,"BS (Thailand) Co., Ltd.",Thailand,ค่าดําเนินการจัดเก็บ booth display & Premium (Sep 21),Bridgestone,QT21070037.2,BU1A,Booth & Roadshow,1-30 Sep 21,, 100.00 , 78.08 ," 9,010.00 "," 1,974.55 "," 7,035.45 ",,
187,"BS (Thailand) Co., Ltd.",Thailand,ค่าดําเนินการจัดเก็บ booth display & Premium (Oct 21) (QT21070037.3),Bridgestone,QT21070037.3,BU1A,Booth & Roadshow,1-31 Oct 21,, 100.00 , 77.35 ," 9,010.00 "," 2,040.36 "," 6,969.64 ",,
188,"BS (Thailand) Co., Ltd.",Thailand,ค่าดําเนินการจัดเก็บ booth display & Premium (Nov 21),Bridgestone,QT21070037.4,BU1A,Booth & Roadshow,1-30 Nov 21,, 100.00 , 78.08 ," 9,010.00 "," 1,974.55 "," 7,035.45 ",,
189,"BS (Thailand) Co., Ltd.",Thailand,ค่าดําเนินการจัดเก็บ booth display & Premium (Dec 21),Dtac,QT21070037.5,BU1A,Booth & Roadshow,1-31 Dec 2021,, 100.00 , 69.20 ," 9,010.00 "," 2,775.36 "," 6,234.64 ",,
190,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support Cockpit Giant Tire Aug 21,Cockpit,QT21080017,BU1A,Booth & Roadshow,29 Aug 21,, 100.00 , 37.32 ," 24,750.00 "," 15,512.50 "," 9,237.50 ",,
191,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support Samthai Auto service (Bangplee) Aug 21,Cockpit,QT21080015,BU1A,Booth & Roadshow,29 Aug 21,, 100.00 , 37.32 ," 24,750.00 "," 15,512.50 "," 9,237.50 ",,
192,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support  at Songkla (Sep 21),Cockpit,QT21080037,BU1A,Booth & Roadshow,Aug - Sep 21,, 100.00 , 37.99 ," 123,100.00 "," 76,339.40 "," 46,760.60 ",,
193,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support at CP. Autopaisan (Sep 21),Cockpit,QT21080036,BU1A,Booth & Roadshow,Aug - Sep 21,, 100.00 , 33.14 ," 24,750.00 "," 16,546.90 "," 8,203.10 ",,
194,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support at Pattalung (Sep 21),Cockpit,QT21080040,BU1A,Booth & Roadshow,Aug - Sep 21,, 100.00 , 32.02 ," 74,800.00 "," 50,846.90 "," 23,953.10 ",,
195,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Stand Cut out at Cockpit CG-0-400 (Sep21),Cockpit,QT21080038,BU1A,Booth & Roadshow,Aug - Sep 21,, 100.00 , 41.70 ," 12,100.00 "," 7,054.40 "," 5,045.60 ",,
196,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Street Cut Out and Stand Cut Out at Chiangrai (Aug 21),Cockpit,QT21080013,BU1A,Booth & Roadshow,Aug - Sep 21,, 100.00 , 30.00 ," 57,200.00 "," 40,039.40 "," 17,160.60 ",,
197,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Street Cut Out at Chaingrai Care Service (Sep 21),Cockpit,QT21090015,BU1A,Booth & Roadshow,27 Sep 21,, 100.00 , 32.06 ," 24,200.00 "," 16,440.38 "," 7,759.62 ",,
198,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support at Kitsawad service,Cockpit,QT21090041,BU1A,Booth & Roadshow,30 Sep 21,, 100.00 , 36.18 ," 29,700.00 "," 18,955.29 "," 10,744.71 ",,
199,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone Logistic premium,Bridgestone,QT21080035,BU1A,Logistic,20 Sep 21,, 100.00 , 85.49 ," 3,630.00 ", 526.60 ," 3,103.40 ",,
200,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support at Lampang sep 21,Cockpit,QT21090009,BU1A,Booth & Roadshow,28 Sep - 9 Oct 21,, 100.00 , 30.60 ," 46,365.00 "," 32,175.90 "," 14,189.10 ",,
201,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support at Chonburi Sep 21,Cockpit,QT21090008,BU1A,Booth & Roadshow,28 Sep - 9 Oct 21,, 100.00 , 31.06 ," 30,965.00 "," 21,346.40 "," 9,618.60 ",,
202,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support at Lampang sep 21,Cockpit,QT21090024,BU1A,Booth & Roadshow,Sep -  9 Oct 21,, 100.00 , 32.56 ," 48,015.00 "," 32,379.44 "," 15,635.56 ",,
203,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity support at nonthaburi Additional,Cockpit,QT21090052,BU1A,Booth & Roadshow,Sep -  9 Oct 21,, 100.00 , 38.82 ," 11,165.00 "," 6,830.63 "," 4,334.37 ",,
204,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity Support at Protire Carsport Phitsanulok,Cockpit,QT21090056,BU1A,Booth & Roadshow,Sep -  7 Oct 21,, 100.00 , 39.51 ," 86,361.00 "," 52,239.56 "," 34,121.44 ",,
205,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Stand Cut Out at Samthai Bangplee (QT21090040),Cockpit,QT21090040,BU1A,Booth & Roadshow,6 Oct 21,, 100.00 , 33.33 ," 22,000.00 "," 14,668.23 "," 7,331.77 ",,
206,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Stand Cut Out at Pathum Thani (QT21090039),Cockpit,QT21090039,BU1A,Booth & Roadshow,6 Oct 21,, 100.00 , 38.51 ," 12,100.00 "," 7,439.85 "," 4,660.15 ",,
207,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC_Street Cut Out and Stand Cut Out at Chaingmai ( Oct 21) (QT21090055),Cockpit,QT21090055,BU1A,Booth & Roadshow,8-10 Oct 21,, 100.00 , 28.23 ," 139,700.00 "," 100,266.15 "," 39,433.85 ",,
208,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC_Street Cut Out and Stand Cut Out at Nan (Oct 21) (QT21090071),Cockpit,QT21090071,BU1A,Booth & Roadshow,15 Oct 21,, 100.00 , 32.33 ," 29,700.00 "," 20,098.44 "," 9,601.56 ",,
209,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support  at Sanguan Autocar (Season Ratchaphruek) BKK (QT21090058),Cockpit,QT21090058,BU1A,Booth & Roadshow,4-5 Oct 21,, 100.00 , 43.37 ," 50,380.00 "," 28,531.67 "," 21,848.33 ",,
210,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support  at Chaiyaphum (Oct 21) (QT21090072),Cockpit,QT21090072,BU1A,Booth & Roadshow,18 Oct 21,, 100.00 , 31.65 ," 30,965.00 "," 21,164.07 "," 9,800.93 ",,
211,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support at Serithai Songkla (Oct 21) (QT21090057),Cockpit,QT21090057,BU1A,Booth & Roadshow,30 Oct 21,, 100.00 , 30.88 ," 71,775.00 "," 49,612.70 "," 22,162.30 ",,
212,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC-  Street Cut Out 49 Stores (Oct 21) (QT21100001),Cockpit,QT21100001,BU1A,Booth & Roadshow,30 Oct- Nov 21,, 100.00 , 24.99 ," 731,500.00 "," 548,717.94 "," 182,782.06 ",,
213,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC-  Street Cut Out 45 Stores (Oct 21) (QT21100002),Cockpit,QT21100002,BU1A,Booth & Roadshow,30 Oct 21,, 100.00 , 27.33 ," 668,250.00 "," 485,643.91 "," 182,606.09 ",,
214,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC stand Cut out at Bangkok Samutprakarn Nonthaburi,Cockpit,QT21100032,BU1A,Booth & Roadshow,Oct - 5 Nov 21,, 100.00 , 40.11 ," 17,050.00 "," 10,211.39 "," 6,838.61 ",,
215,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC  Activity Support at Bangkok Samutprakarn Nonthaburi Srisaket ,Cockpit,QT21100015,BU1A,Booth & Roadshow,29 Oct - 11 Nov 21,, 100.00 , 41.42 ," 271,975.00 "," 159,315.00 "," 112,660.00 ",,
216,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone Logistic premium on Oct 21,Bridgestone,QT21100027,BU1A,Logistic,on Oct 21,, 100.00 , 86.07 ," 3,410.00 ", 475.00 ," 2,935.00 ",,
217,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Booth Activity at Sanguan ( Ekachai-bangbon) Nov 21,Cockpit,QT21100063,BU1A,Booth & Roadshow,11-14 Nov 21,, 100.00 , 36.57 ," 12,672.00 "," 8,037.89 "," 4,634.11 ",,
218,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone set up booth @ Miracle hotel,Bridgestone,QT21100069,BU1A,Booth & Roadshow,16 Nov 21,, 100.00 , 60.94 ," 9,240.00 "," 3,609.04 "," 5,630.96 ",,
219,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support at Samanchai Nan (Nov 21),Cockpit,QT21100065,BU1A,Booth & Roadshow,10-13  Nov 21,, 100.00 , 37.02 ," 62,425.00 "," 39,315.27 "," 23,109.73 ",,
220,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Activity Support at Sahayangthong and Sirinthorn (Nov 21),Cockpit,QT21110016,BU1A,Booth & Roadshow,30 Nov 21,, 100.00 , 41.06 ," 18,865.00 "," 11,119.29 "," 7,745.71 ",,
221,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Stand Cut Out at Suphanburi (Nov 21),Cockpit,QT21110034,BU1A,Booth & Roadshow,24 Nov 21,, 100.00 , 42.90 ," 12,100.00 "," 6,909.68 "," 5,190.32 ",,
222,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC  Activity Support at Sanguan Auto car (Ratchapruk) Dec 21,Cockpit,QT21100016,BU1A,Booth & Roadshow,Nov - Dec 21,, 100.00 , 41.48 ," 65,395.00 "," 38,271.25 "," 27,123.75 ",,
223,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Activity support at 6 province nov 21,Cockpit,QT21110036,BU1A,Booth & Roadshow,Nov - Dec 21,, 100.00 , 35.65 ," 300,850.00 "," 193,607.50 "," 107,242.50 ",,
224,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC Street Cut out and Stand cut out  at Chaingmai Nov 21,Cockpit,QT21110035,BU1A,Booth & Roadshow,Nov - Dec 21,, 100.00 , 32.13 ," 134,750.00 "," 91,457.00 "," 43,293.00 ",,
225,"BS (Thailand) Co., Ltd.",Thailand,Bridgestone_Logistic Premium_Nov 21,Bridgestone,QT21110037,BU1A,Logistic,Nov - Dec 21,, 100.00 , 56.69 ," 3,960.00 "," 1,715.19 "," 2,244.81 ",,
226,"BS (Thailand) Co., Ltd.",Thailand,Cockpit FC- Booth Activity at Sanguan Ratchapruk (Dec 21),Cockpit,QT21100064,BU1A,Booth & Roadshow,12-15 Dec 2021,, 100.00 , 53.45 ," 12,672.00 "," 5,899.25 "," 6,772.75 ",,
