ลำดับที่,Business Unit,No.,Business Code,Status,Job,QT No.,Project Name,Client/Owner,Remark Status,Start date,End date,Year,Sale Name,Quater,Project,Project Name2,Customer Status,Brand/Product, Budget Amount ,Business Type,add by,หมวดธุรกิจ,add date,edit by,edit date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Amount,,,,,,,
45,BU 1.1,42,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100040.9,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(SEPTEMBER),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-09-21,30-09-21,2021,Piriya Limteerayos,Q3,438242020,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(SEPTEMBER),Existing,DERMO / LMU/HAIR CARE," 26,000.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,ดูแลเส้นผม,06-11-20,RAWISARA,10-02-21,,,,,,,,," 37,800.00 ",,,," 37,800.00 ",,,,,,,
46,BU 1.1,32,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100040.10,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(OCTOBER),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-10-21,31-10-21,2021,Piriya Limteerayos,Q4,438212020,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(OCTOBER),Existing,DERMO / LMU/HAIR CARE," 26,000.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,ดูแลเส้นผม,06-11-20,RAWISARA,10-02-21,,,,,,,,,," 37,800.00 ",,," 37,800.00 ",,,,,,,
47,BU 1.1,33,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100040.11,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(NOVEMBER),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-11-21,30-11-21,2021,Piriya Limteerayos,Q4,438222020,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(NOVEMBER),Existing,DERMO / LMU/HAIR CARE," 26,000.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,ดูแลเส้นผม,06-11-20,RAWISARA,10-02-21,,,,,,,,,,," 37,800.00 ",," 37,800.00 ",,,,,,,
48,BU 1.1,34,3,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Logistic,QT20100040.12,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(DECEMBER),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-12-21,31-12-21,2021,Piriya Limteerayos,Q4,438232020,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(DECEMBER),Existing,DERMO / LMU/HAIR CARE," 26,000.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,ดูแลเส้นผม,06-11-20,RAWISARA,10-02-21,,,,,,,,,,,," 37,800.00 "," 37,800.00 ",,,,,,,
49,BU 1.1,266,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041,Warehouse ACD 2021 _ 150 SQM.,บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-01-21,31-12-21,2021,Piriya Limteerayos,Q1,,,Existing,ACD, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,12-10-20,Arisa,05-01-21,,,,,,,,,,,,, 0.00 ,,,,,,,
50,BU 1.1,272,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.1,Warehouse ACD 2021 _ 150 SQM. (JANUARY),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-01-21,31-01-21,2021,Piriya Limteerayos,Q1,46412020,Warehouse ACD 2021 _ 150 SQM. (JANUARY),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,03-02-21," 24,300.00 ",,,,,,,,,,,," 24,300.00 ",,,,,,,
51,BU 1.1,46,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.2,Warehouse ACD 2021 _ 150 SQM.(FEBRUARY),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-02-21,28-02-21,2021,Piriya Limteerayos,Q1,46422020,Warehouse ACD 2021 _ 150 SQM.(FEBRUARY),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,03-03-21,," 24,300.00 ",,,,,,,,,,," 24,300.00 ",,,,,,,
52,BU 1.1,47,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.3,Warehouse ACD 2021 _ 150 SQM.(MARCH),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-03-21,31-03-21,2021,Piriya Limteerayos,Q1,46432020,Warehouse ACD 2021 _ 150 SQM.(MARCH),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,30-03-21,,," 24,300.00 ",,,,,,,,,," 24,300.00 ",,,,,,,
53,BU 1.1,48,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.4,Warehouse ACD 2021 _ 150 SQM.(APRIL),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-04-21,30-04-21,2021,Piriya Limteerayos,Q2,46442020,Warehouse ACD 2021 _ 150 SQM.(APRIL),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,30-04-21,,,," 24,300.00 ",,,,,,,,," 24,300.00 ",,,,,,,
54,BU 1.1,49,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.5,Warehouse ACD 2021 _ 150 SQM.(MAY),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-05-21,31-05-21,2021,Piriya Limteerayos,Q2,46452020,Warehouse ACD 2021 _ 150 SQM.(MAY),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,30-04-21,,,,," 24,300.00 ",,,,,,,," 24,300.00 ",,,,,,,
55,BU 1.1,50,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.6,Warehouse ACD 2021 _ 150 SQM.(JUNE),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-06-21,30-06-21,2021,Piriya Limteerayos,Q2,46462020,Warehouse ACD 2021 _ 150 SQM.(JUNE),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,04-02-21,,,,,," 24,300.00 ",,,,,,," 24,300.00 ",,,,,,,
56,BU 1.1,51,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.7,Warehouse ACD 2021 _ 150 SQM.(JULY),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-07-21,31-07-21,2021,Piriya Limteerayos,Q3,46472020,Warehouse ACD 2021 _ 150 SQM.(JULY),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,04-02-21,,,,,,," 24,300.00 ",,,,,," 24,300.00 ",,,,,,,
57,BU 1.1,52,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.8,Warehouse ACD 2021 _ 150 SQM.(AUGUST),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-08-21,31-08-21,2021,Piriya Limteerayos,Q3,46482020,Warehouse ACD 2021 _ 150 SQM.(AUGUST),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,04-02-21,,,,,,,," 24,300.00 ",,,,," 24,300.00 ",,,,,,,
58,BU 1.1,53,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.9,Warehouse ACD 2021 _ 150 SQM.(SEPTEMBER),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-09-21,30-09-21,2021,Piriya Limteerayos,Q3,46492020,Warehouse ACD 2021 _ 150 SQM.(SEPTEMBER),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,04-02-21,,,,,,,,," 24,300.00 ",,,," 24,300.00 ",,,,,,,
59,BU 1.1,43,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.10,Warehouse ACD 2021 _ 150 SQM.(OCTOBER),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-10-21,31-10-21,2021,Piriya Limteerayos,Q4,464102020,Warehouse ACD 2021 _ 150 SQM.(OCTOBER),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,04-02-21,,,,,,,,,," 24,300.00 ",,," 24,300.00 ",,,,,,,
60,BU 1.1,44,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT20100041.11,Warehouse ACD 2021 _ 150 SQM.(NOVEMBER),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-11-21,30-11-21,2021,Piriya Limteerayos,Q4,464112020,Warehouse ACD 2021 _ 150 SQM.(NOVEMBER),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,04-02-21,,,,,,,,,,," 24,300.00 ",," 24,300.00 ",,,,,,,
61,BU 1.1,45,3,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Logistic,QT20100041.12,Warehouse ACD 2021 _ 150 SQM.(DECEMBER),บริษัท ครีม (ประเทศไทย) จำกัด,Got PO,01-12-21,31-12-21,2021,Piriya Limteerayos,Q4,464122020,Warehouse ACD 2021 _ 150 SQM.(DECEMBER),Existing,ACD," 19,500.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,เสริมความงาม,06-11-20,RAWISARA,04-02-21,,,,,,,,,,,," 24,300.00 "," 24,300.00 ",,,,,,,
62,BU 1.1,265,3,Cancelled,Logistic,QT20100043,Warehouse Hair Care 2021 _ 100SQM. ,บริษัท ครีม (ประเทศไทย) จำกัด,Cancelled,01-01-21,31-12-21,2021,Piriya Limteerayos,Q1,,,Existing,Hair Care, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Chanatinad,ดูแลเส้นผม,12-10-20,Arisa,29-12-20,,,,,,,,,,,,," 259,200.00 ",,,,,,,
63,BU 1.1,259,1,IC. APPROVED & AWAITING  PROCESS PROJECTS,Event,QT20100085,Eucerin NPD White Additional cost,"BD (Thailand) Co.,Ltd",Approved,01-06-22,30-06-22,2022,Piriya Limteerayos,Q2,,Eucerin NPD White Additional cost,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,เวชสำอางค์,10-03-21,Piriya,,,,,,,,,,,,,," 8,938.42 ",,,,,,,
64,BU 1.1,54,2,Cancelled,Booth & Roadshow,QT20110007,DG Baby Best Buy 2021 ครั้งที่ 39 - One time charge,บริษัท พี เฮลธ์ (ไทยแลนด์) จำกัด,Cancelled,29-07-21,30-07-21,2021,Piriya Limteerayos,Q3,33502021,DG Baby Best Buy 2021 ครั้งที่ 39 - One time charge,New,DG," 18,814.60 ",อาหารและเครื่องดื่ม,RAWISARA,เครื่องดื่ม,06-11-20,Piriya,03-05-21,,,,,,," 28,600.00 ",,,,,," 28,600.00 ",,,,,,,
65,BU 1.2,284,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT20110035.5,Earth Merchandiser Program 16 Apr - 15 May 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Approved,16-04-21,15-05-21,2021,Piriya Limteerayos,Q2,28502021,Earth Merchandiser Program 16 Apr - 15 May 2021,Existing,Earth ," 1,536,900.00 ",ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,24-12-20,MANIS,30-04-21,,,,," 900,013.42 ",,,,,,,," 1,445,014.49 ",,,,,,,
66,BU 1.2,285,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT20110035.6,Earth Merchandiser Program 16 May - 15 June 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Approved,16-05-21,15-06-21,2021,Piriya Limteerayos,Q2,28602021,Earth Merchandiser Program 16 May - 15 June 2021,Existing,Earth , 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,24-12-20,MANIS,24-03-21,,,,," 763,368.58 "," 755,774.93 ",,,,,,," 1,519,143.51 ",,,,,,,
67,BU 1.2,286,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT20110035.7,Earth Merchandiser Program 16 Jun - 15 Jul 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Approved,16-06-21,15-07-21,2021,Piriya Limteerayos,Q2,28702021,Earth Merchandiser Program 16 Jun - 15 Jul 2021,Existing,Earth , 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,05-01-21,MANIS,24-03-21,,,,,," 706,070.45 "," 799,302.10 ",,,,,," 1,505,372.55 ",,,,,,,
68,BU 1.2,287,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT20110035.8,Earth Merchandiser Program 16 Jul - 15 Aug 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Approved,16-07-21,15-08-21,2021,Piriya Limteerayos,Q3,28802021,Earth Merchandiser Program 16 Jul - 15 Aug 2021,Existing,Earth, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,05-01-21,MANIS,24-03-21,,,,,,," 712,274.71 "," 756,765.90 ",,,,," 1,488,208.33 ",,,,,,,
69,BU 1.2,288,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT20110035.9,Earth Merchandiser Program 16 Aug - 15 Sep 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Got PO,16-08-21,15-09-21,2021,Piriya Limteerayos,Q3,28902021,Earth Merchandiser Program 16 Aug - 15 Sep 2021,Existing,Earth, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,05-01-21,MANIS,24-03-21,,,,,,,," 704,614.93 "," 783,593.40 ",,,," 1,488,208.33 ",,,,,,,
70,BU 1.2,289,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT20110035.10,Earth Merchandiser Program 16 Sep - 15 Oct 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Got PO,16-09-21,15-10-21,2021,Piriya Limteerayos,Q3,29002021,Earth Merchandiser Program 16 Sep - 15 Oct 2021,Existing,Earth, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,05-01-21,MANIS,24-03-21,,,,,,,,," 744,104.17 "," 744,104.17 ",,," 1,488,208.33 ",,,,,,,
71,BU 1.2,290,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT20110035.11,Earth Merchandiser Program 16 Oct - 15 Nov 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Approved,16-10-21,15-11-21,2021,Piriya Limteerayos,Q4,29102021,Earth Merchandiser Program 16 Oct - 15 Nov 2021,Existing,Earth, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,05-01-21,MANIS,24-03-21,,,,,,,,,," 744,104.17 "," 744,104.17 ",," 1,488,208.33 ",,,,,,,
72,BU 1.2,291,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT20110035.12,Earth Merchandiser Program 16 Nov - 15 Dec 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Approved,16-11-21,15-12-21,2021,Piriya Limteerayos,Q4,29202021,Earth Merchandiser Program 16 Nov - 15 Dec 2021,Existing,Earth, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,05-01-21,MANIS,24-03-21,,,,,,,,,,," 744,104.17 "," 744,104.17 "," 1,488,208.33 ",,,,,,,
73,BU 1.2,292,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchadiser& Ro,QT20110035.13,Earth Merchandiser Program 16 - 31 Dec 2021,บริษัท อออ้าง (ประเทศไทย) จำกัด,Approved,16-12-21,31-12-21,2021,Piriya Limteerayos,Q4,29302021,Earth Merchandiser Program 16 - 31 Dec 2021,Existing,Earth, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Jutamas,กำจัดแมลง,05-01-21,MANIS,24-03-21,,,,,,,,,,,," 768,107.55 "," 768,107.55 ",,,,,,,
74,BU 1.1,274,1,Cancelled,Event,QT20110043,Kiehl's Sampling Machine Campaign 2021,บริษัท ครีม (ประเทศไทย) จำกัด,Cancelled,01-01-21,31-12-21,2021,Piriya Limteerayos,Q1,,,Existing,Kiehl's, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,บำรุงผิวหน้า,06-11-20,RAWISARA,09-12-20,,,,,,,,,,,,," 2,000,000.00 ",,,,,,,
75,BU 1.1,56,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT20110049,Eucerin Hya AOX internal launch ,"BD (Thailand) Co.,Ltd",Got PO,04-01-21,04-01-21,2021,Piriya Limteerayos,Q1,53502020,Eucerin Hya AOX internal launch ,Existing,Eucerin," 88,410.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,เวชสำอางค์,06-11-20,NUTSUDA,11-02-21," 114,738.40 "," 48,217.85 ",,,,,,,,,,," 130,861.00 ",,,,,,,
76,BU 1.1,57,1,Cancelled,Event,QT20110050,NIVEA Distributor Conference,"BD (Thailand) Co.,Ltd",Cancelled,10-03-21,12-03-21,2021,Piriya Limteerayos,Q1,,,Existing,NIVEA, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,บำรุงผิวกาย,06-11-20,Piriya,25-12-20,,,,,,,,,,,,," 901,849.50 ",,,,,,,
77,BU 1.1,58,1,Cancelled,Event,QT20110051,NIVEA Sale & Marketing Conference,"BD (Thailand) Co.,Ltd",Cancelled,29-01-21,29-01-21,2021,Piriya Limteerayos,Q1,,,Existing,NIVEA, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,บำรุงผิวกาย,06-11-20,Piriya,25-12-20,,,,,,,,,,,,," 785,968.50 ",,,,,,,
78,BU 1.1,59,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT20110052,NIVEA PC Conference ,"BD (Thailand) Co.,Ltd",Approved,24-08-21,15-10-21,2021,Piriya Limteerayos,Q3,,,Existing,NIVEA, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,บำรุงผิวกาย,06-11-20,NUTSUDA,15-01-21,,,,,,,," 209,750.58 "," 502,317.91 "," 215,279.11 ",,," 927,347.60 ",,,,,,,
79,BU 1.1,60,1,Cancelled,Event,QT20110053,NIVEA Face Care activity,"BD (Thailand) Co.,Ltd",Cancelled,13-01-21,31-03-21,2021,Piriya Limteerayos,Q1,,,Existing,NIVEA, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,บำรุงผิวกาย,06-11-20,NUTSUDA,26-11-20,,,,,,,,,,,,," 2,000,000.00 ",,,,,,,
80,BU 1.1,61,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT20110055,BDF Kick Off 2021,"BD (Thailand) Co.,Ltd",Got PO,29-01-21,29-01-21,2021,Piriya Limteerayos,Q1,802021,BDF Kick Off 2021,Existing,Beiersdorf," 185,388.80 ",ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,เวชสำอางค์,06-11-20,THAPAK,28-04-21," 192,493.40 "," 150,923.10 ",,,,,,,,,,," 343,416.50 ",,,,,,,
81,BU 1.1,62,2,Cancelled,Booth & Roadshow,QT20110060,DG - Roadshow 37 Stores,บริษัท พี เฮลธ์ (ไทยแลนด์) จำกัด,Cancelled,01-07-21,14-07-21,2021,Piriya Limteerayos,Q3,,,New,DG, 0.00 ,อาหารและเครื่องดื่ม,RAWISARA,เครื่องดื่ม,06-11-20,Piriya,06-04-21,,,,,,,,,,,,, 0.00 ,,,,,,,
82,BU 1.1,63,2,IC. APPROVED & AWAITING  PROCESS PROJECTS,Booth & Roadshow,QT20110060.1,DG - Roadshow 37 Stores [Aug],บริษัท พี เฮลธ์ (ไทยแลนด์) จำกัด,Approved,01-01-22,31-01-22,2022,Piriya Limteerayos,Q1,33202021,DG - Roadshow 37 Stores [Apr - May],New,DG," 264,408.60 ",อาหารและเครื่องดื่ม,MOKANAN,เครื่องดื่ม,06-04-21,Piriya,16-04-21,,,,,,,,,,,,," 402,600.00 ",,,,,,,
83,BU 1.1,64,2,IC. APPROVED & AWAITING  PROCESS PROJECTS,Booth & Roadshow,QT20110060.2,DG - Roadshow 37 Stores [Sep],บริษัท พี เฮลธ์ (ไทยแลนด์) จำกัด,Approved,01-02-22,28-02-22,2022,Piriya Limteerayos,Q1,33302021,DG - Roadshow 37 Stores [Jun],New,DG," 229,871.32 ",อาหารและเครื่องดื่ม,MOKANAN,เครื่องดื่ม,06-04-21,Piriya,16-04-21,,,,,,,,,,,,," 340,120.00 ",,,,,,,
84,BU 1.1,65,2,IC. APPROVED & AWAITING  PROCESS PROJECTS,Booth & Roadshow,QT20110060.3,DG - Roadshow 37 Stores [Oct],บริษัท พี เฮลธ์ (ไทยแลนด์) จำกัด,Approved,01-03-22,31-03-22,2022,Piriya Limteerayos,Q1,33402021,DG - Roadshow 37 Stores [Jul],New,DG," 112,552.26 ",อาหารและเครื่องดื่ม,MOKANAN,เครื่องดื่ม,06-04-21,Piriya,16-04-21,,,,,,,,,,,,," 165,660.00 ",,,,,,,
85,BU 1.1,66,1,Cancelled,Event,QT20110084,NIVEA Deo Campaign 2021,"BD (Thailand) Co.,Ltd",Cancelled by client,01-02-21,28-02-21,2021,Piriya Limteerayos,Q1,,,Existing,NIVEA, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,NUTSUDA,บำรุงผิวกาย,10-11-20,NUTSUDA,06-01-21,,,,,,,,,,,,," 500,000.00 ",,,,,,,
